"chromosomeName"	"start"	"end"	"readsL"	"readsR"	"isNonBlind"	"leftFragEndValid"	"rightFragEndValid"
10	69900252	69900422	5	157	FALSE	TRUE	TRUE
10	69900427	69900454	5	1	FALSE	TRUE	TRUE
10	69900459	69900777	13	44	TRUE	TRUE	TRUE
10	69900782	69900783	0	5	FALSE	FALSE	FALSE
10	69900788	69900862	47	3	FALSE	TRUE	TRUE
10	69900867	69900940	0	82	TRUE	FALSE	FALSE
10	69900945	69901649	8	310	TRUE	FALSE	TRUE
10	69901654	69902664	0	2	TRUE	FALSE	TRUE
10	69902669	69902958	0	1443	FALSE	TRUE	TRUE
10	69902963	69903473	103	1	TRUE	TRUE	TRUE
10	69903478	69903478	2	3	FALSE	FALSE	FALSE
10	69903483	69903655	1	29	FALSE	TRUE	TRUE
10	69903660	69903710	36	15	FALSE	FALSE	FALSE
10	69903715	69903876	0	12	TRUE	TRUE	TRUE
10	69903881	69904233	6	2	TRUE	TRUE	TRUE
10	69904238	69904691	4	3	TRUE	TRUE	TRUE
10	69904696	69904925	2	18	TRUE	TRUE	FALSE
10	69904930	69904979	514	0	FALSE	FALSE	FALSE
10	69904984	69905552	16	5	TRUE	FALSE	TRUE
10	69905557	69905893	0	2	TRUE	TRUE	TRUE
10	69905898	69906001	22	3	FALSE	TRUE	TRUE
10	69906006	69906573	112	1	TRUE	TRUE	TRUE
10	69906578	69906632	10	1	FALSE	TRUE	TRUE
10	69906637	69906856	2	2	FALSE	TRUE	TRUE
10	69906861	69907065	0	0	TRUE	TRUE	TRUE
10	69907070	69907312	0	7	TRUE	FALSE	TRUE
10	69907317	69907334	2	10	FALSE	FALSE	FALSE
10	69907339	69907632	758	0	TRUE	TRUE	TRUE
10	69907637	69907653	7	1	FALSE	FALSE	FALSE
10	69907658	69907810	0	3	TRUE	TRUE	TRUE
10	69907815	69908273	7	1	TRUE	FALSE	TRUE
10	69908278	69908282	11	0	FALSE	FALSE	FALSE
10	69908287	69908295	0	3	FALSE	FALSE	FALSE
10	69908300	69908300	3	9	FALSE	FALSE	FALSE
10	69908305	69908560	3	1	FALSE	TRUE	TRUE
10	69908565	69908601	12	5	FALSE	TRUE	TRUE
10	69908606	69908662	7	94	FALSE	TRUE	TRUE
10	69908667	69908844	1458	25	TRUE	TRUE	FALSE
10	69908849	69908852	0	17	FALSE	FALSE	FALSE
10	69908857	69908887	3	0	FALSE	TRUE	TRUE
10	69908892	69909059	0	1	TRUE	FALSE	TRUE
10	69909064	69909176	0	10	FALSE	TRUE	TRUE
10	69909181	69909561	2	0	TRUE	TRUE	FALSE
10	69909566	69909609	3	70	FALSE	TRUE	TRUE
10	69909614	69909894	3	0	FALSE	TRUE	TRUE
10	69909899	69910439	1	0	FALSE	TRUE	TRUE
10	69910444	69910719	0	25	TRUE	FALSE	TRUE
10	69910724	69910988	0	1	TRUE	TRUE	TRUE
10	69910993	69911061	2	5	TRUE	FALSE	TRUE
10	69911066	69911200	3	0	FALSE	TRUE	TRUE
10	69911205	69911380	2	24	FALSE	TRUE	TRUE
10	69911385	69911661	130	7	FALSE	TRUE	TRUE
10	69911666	69911749	3	5	FALSE	TRUE	TRUE
10	69911754	69911768	0	176	FALSE	FALSE	FALSE
10	69911773	69911941	1	0	FALSE	TRUE	TRUE
10	69911946	69912059	54	6	TRUE	TRUE	TRUE
10	69912064	69912075	6	20	FALSE	FALSE	FALSE
10	69912080	69912207	141	165	FALSE	TRUE	TRUE
10	69912212	69912241	4	15	FALSE	TRUE	TRUE
10	69912246	69912452	0	448	FALSE	TRUE	FALSE
10	69912457	69912547	6	391	FALSE	TRUE	TRUE
10	69912552	69912593	28	44	FALSE	FALSE	TRUE
10	69912598	69912670	0	220	TRUE	TRUE	FALSE
10	69912675	69912802	3	298	FALSE	TRUE	FALSE
10	69912807	69912851	0	475	FALSE	TRUE	TRUE
10	69912856	69912896	495	396	FALSE	TRUE	FALSE
10	69912901	69912941	252	476	FALSE	FALSE	FALSE
10	69912946	69913066	204	130	TRUE	FALSE	TRUE
10	69913071	69913248	61	226	FALSE	TRUE	TRUE
10	69913253	69913518	498	470	FALSE	TRUE	TRUE
10	69913523	69913533	871	1031	FALSE	FALSE	FALSE
10	69913538	69914240	763	1645	TRUE	TRUE	FALSE
10	69914245	69914296	1302	1672	FALSE	TRUE	TRUE
10	69914301	69914595	1595	1475	TRUE	TRUE	TRUE
10	69914600	69914797	1720	1304	TRUE	TRUE	TRUE
10	69914802	69915077	1277	603	TRUE	FALSE	TRUE
10	69915082	69915347	585	669	TRUE	TRUE	FALSE
10	69915352	69915853	211	359	TRUE	TRUE	TRUE
10	69915858	69916611	0	17	FALSE	TRUE	TRUE
10	69916616	69916714	7	6	FALSE	TRUE	TRUE
10	69916719	69916742	0	9	FALSE	FALSE	FALSE
10	69916747	69916791	1	2	FALSE	TRUE	TRUE
10	69916796	69917405	8	43	TRUE	TRUE	TRUE
10	69917410	69917546	186	2	TRUE	FALSE	FALSE
10	69917551	69917943	33	7	TRUE	TRUE	TRUE
10	69917948	69918555	3	9	FALSE	TRUE	TRUE
10	69918560	69918634	0	1	FALSE	TRUE	TRUE
10	69918639	69919307	80	0	TRUE	TRUE	TRUE
10	69919312	69919352	28	0	FALSE	TRUE	TRUE
10	69919357	69919634	22	0	FALSE	TRUE	TRUE
10	69919639	69919643	9	10	FALSE	FALSE	FALSE
10	69919648	69919984	0	0	TRUE	TRUE	TRUE
10	69919989	69920346	6	2	TRUE	TRUE	TRUE
10	69920351	69920397	0	3	FALSE	TRUE	TRUE
10	69920402	69920407	3	2	FALSE	FALSE	FALSE
10	69920412	69920488	78	52	TRUE	FALSE	FALSE
10	69920493	69921067	9	12	TRUE	FALSE	FALSE
10	69921072	69921112	72	0	FALSE	TRUE	FALSE
10	69921117	69921122	4	4	FALSE	FALSE	FALSE
10	69921127	69921429	352	32	TRUE	TRUE	TRUE
10	69921434	69921495	1	1242	TRUE	TRUE	FALSE
10	69921500	69921654	4	6	TRUE	TRUE	FALSE
10	69921659	69921734	39	6	TRUE	TRUE	FALSE
10	69921739	69921992	2	179	TRUE	TRUE	TRUE
10	69921997	69922027	2	0	FALSE	TRUE	TRUE
10	69922032	69922437	41	2	TRUE	TRUE	TRUE
10	69922442	69922647	12	2	TRUE	FALSE	TRUE
10	69922652	69922679	10	151	FALSE	TRUE	TRUE
10	69922684	69922729	5	52	TRUE	FALSE	TRUE
10	69922734	69922840	14	78	TRUE	FALSE	TRUE
10	69922845	69922921	38	332	FALSE	TRUE	TRUE
10	69922926	69923162	8	333	TRUE	TRUE	FALSE
10	69923167	69923725	16	572	TRUE	FALSE	TRUE
10	69923730	69923991	334	0	TRUE	TRUE	TRUE
10	69923996	69924006	0	384	FALSE	FALSE	FALSE
10	69924011	69924080	246	623	FALSE	TRUE	TRUE
10	69924085	69924108	646	346	FALSE	FALSE	FALSE
10	69924113	69924137	350	372	FALSE	FALSE	FALSE
10	69924142	69924204	376	0	FALSE	TRUE	TRUE
10	69924209	69924220	920	852	FALSE	FALSE	FALSE
10	69924225	69924253	458	796	FALSE	TRUE	TRUE
10	69924258	69924308	1154	536	FALSE	TRUE	TRUE
10	69924313	69924479	253	688	FALSE	TRUE	TRUE
10	69924484	69924934	1154	1540	TRUE	TRUE	TRUE
10	69924939	69925023	1828	1440	TRUE	TRUE	TRUE
10	69925028	69925078	1701	1782	FALSE	FALSE	FALSE
10	69925083	69925249	1790	2361	TRUE	FALSE	TRUE
10	69925254	69925515	2462	2565	FALSE	TRUE	TRUE
10	69925520	69925991	2644	2022	TRUE	TRUE	TRUE
10	69925996	69926655	2238	1075	TRUE	TRUE	TRUE
10	69926660	69926888	965	898	TRUE	FALSE	TRUE
10	69926893	69927185	602	0	FALSE	TRUE	TRUE
10	69927190	69927246	384	0	FALSE	TRUE	TRUE
10	69927251	69927294	245	460	FALSE	TRUE	TRUE
10	69927299	69927427	677	0	FALSE	TRUE	TRUE
10	69927432	69927524	154	0	FALSE	TRUE	TRUE
10	69927529	69927871	17	883	TRUE	TRUE	TRUE
10	69927876	69927877	0	37	FALSE	FALSE	FALSE
10	69927882	69927895	0	193	FALSE	FALSE	FALSE
10	69927900	69928528	0	455	TRUE	TRUE	TRUE
10	69928533	69928538	2	10	FALSE	FALSE	FALSE
10	69928543	69928786	11	4	TRUE	TRUE	TRUE
10	69928791	69928827	812	3	FALSE	TRUE	TRUE
10	69928832	69928837	7	2	FALSE	FALSE	FALSE
10	69928842	69929177	1	21	TRUE	FALSE	TRUE
10	69929182	69929334	6	31	FALSE	TRUE	TRUE
10	69929339	69929412	10	0	FALSE	TRUE	TRUE
10	69929417	69929695	40	12	TRUE	TRUE	TRUE
10	69929700	69929954	0	22	TRUE	TRUE	TRUE
10	69929959	69930013	12	7	FALSE	TRUE	TRUE
10	69930018	69930054	2	22	FALSE	TRUE	TRUE
10	69930059	69930217	6	0	FALSE	TRUE	TRUE
10	69930222	69930630	2	236	TRUE	TRUE	TRUE
10	69930635	69930720	0	64	TRUE	FALSE	TRUE
10	69930725	69930765	0	2	FALSE	FALSE	FALSE
10	69930770	69930775	10	468	FALSE	FALSE	FALSE
10	69930780	69930859	4	10	FALSE	TRUE	FALSE
10	69930864	69931925	9	0	FALSE	FALSE	FALSE
10	69931930	69932689	3	4	TRUE	TRUE	FALSE
10	69932694	69933025	7	0	TRUE	TRUE	TRUE
10	69933030	69933033	0	163	FALSE	FALSE	FALSE
10	69933038	69933070	18	2	FALSE	TRUE	TRUE
10	69933075	69933559	2	258	TRUE	TRUE	TRUE
10	69933564	69933622	2	4	FALSE	TRUE	TRUE
10	69933627	69933702	161	9	TRUE	FALSE	FALSE
10	69933707	69933712	0	2	FALSE	FALSE	FALSE
10	69933717	69933921	24	0	FALSE	TRUE	TRUE
10	69933926	69934383	2	1	FALSE	TRUE	TRUE
10	69934388	69934410	67	1	FALSE	FALSE	FALSE
10	69934415	69934626	0	152	TRUE	TRUE	TRUE
10	69934631	69934706	237	7	TRUE	FALSE	TRUE
10	69934711	69934763	0	12	FALSE	TRUE	TRUE
10	69934768	69935046	1	9	TRUE	FALSE	TRUE
10	69935051	69935360	41	13	FALSE	TRUE	TRUE
10	69935365	69935432	38	3	TRUE	FALSE	TRUE
10	69935437	69935698	0	1	TRUE	TRUE	TRUE
